mot	docs
"J'aime	['67068']
transformer	['67068', '67383', '67383', '68644', '68881', '72114']
idée	['67068', '67383', '68274', '68274', '68638', '68638', '68638', '68881', '70424', '71363', '71614', '71621', '72113', '72115', '72395', '72395', '72932', '72933', '72933', '74167', '74167', '74167', '74455', '75792', '76206']
fondamental	['67068', '67068', '67800', '68277', '68280', '68384', '68881', '68882', '69536', '70422', '70748', '74453', '75460']
produit	['67068', '67383', '67388', '67388', '67555', '67557', '67558', '67558', '67794', '67798', '67799', '67937', '67939', '67942', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68274', '68274', '68274', '68274', '68274', '68274', '68278', '68385', '68387', '68390', '68391', '68391', '68641', '68642', '68882', '68882', '68885', '68885', '68885', '68885', '68885', '68885', '68887', '69177', '69179', '69181', '69534', '69534', '69534', '69534', '69534', '69534', '69538', '69539', '69811', '69813', '69813', '70162', '70165', '70421', '70744', '71362', '71616', '72114', '72393', '72393', '72395', '72397', '72630', '72633', '72634', '72634', '72634', '72634', '72634', '72933', '72933', '72933', '72935', '72935', '72939', '73187', '73435', '73876', '73876', '73879', '73879', '73879', '73879', '73879', '74167', '74167', '74167', '74167', '74167', '74168', '74450', '74450', '74455', '74456', '74744', '74744', '74744', '74744', '74747', '74748', '74749', '75068', '75069', '75069', '75069', '75069', '75069', '75069', '75069', '75792', '75792', '75792', '75793', '75797', '76206', '76207', '76507', '76508', '76508', '76513', '76513', '76514']
innovants",	['67068']
préciser	['67068', '67068', '67386', '67388', '67553', '67938', '67944', '68387', '68638', '68881', '68881', '68881', '68882', '68885', '68885', '68887', '69177', '69534', '69812', '70420', '70421', '70425', '70914', '70916', '71357', '71358', '71842', '71845', '72113', '72115', '72396', '72629', '72631', '72933', '73184', '73683', '73875', '73876', '74168', '74171', '74749', '74752', '75065', '75457', '75462', '75789', '76209', '76213', '76508', '76511']
d'emblée	['67068', '67555', '67938', '68276', '68643', '70745', '71357', '72113', '72629', '73182', '73876', '75069', '75789', '76509']
mais	['67068', '67068', '67068', '67387', '67389', '67390', '67558', '67938', '68273', '68274', '68383', '68389', '68390', '68638', '68642', '68881', '68883', '68887', '69177', '69183', '69534', '69534', '69813', '69814', '70161', '70161', '70161', '70161', '70161', '70422', '70423', '70744', '70916', '70916', '70919', '71357', '71358', '71359', '71361', '71366', '71614', '71618', '71835', '71842', '71842', '72116', '72116', '72392', '72394', '72394', '72396', '72629', '72629', '72630', '72631', '72631', '72932', '73182', '73183', '73184', '73430', '73432', '73432', '73434', '73434', '73683', '73683', '73684', '73685', '73876', '73879', '73879', '74167', '74167', '74167', '74167', '74168', '74450', '74455', '74744', '74749', '75063', '75065', '75461', '75792', '76206', '76210', '76509']
parvenir,	['67068', '68644', '69178', '69183', '70916', '72113', '74168', '75065', '75791', '75792', '75794', '76213']
falloir	['67068', '67383', '67553', '67555', '67555', '67558', '67794', '67794', '67795', '67801', '67938', '68383', '68881', '68882', '69177', '69177', '69178', '69533', '69815', '70161', '70161', '70421', '70423', '70424', '70746', '70919', '71357', '71359', '71359', '71835', '71835', '71837', '71841', '71842', '72114', '72392', '72394', '72394', '72629', '72933', '73182', '73430', '73432', '73683', '73683', '73683', '73683', '73684', '73684', '73876', '73876', '74167', '74167', '74168', '74450', '74450', '74749', '74752', '74752', '75065', '75066', '75458', '75461', '76213', '76213', '76213', '76511', '76512']
trouver	['67068', '67068', '67383', '67389', '67798', '68273', '68388', '68646', '68882', '69534', '70420', '70421', '70421', '70744', '70745', '70915', '71358', '71614', '71621', '71843', '72115', '72115', '72118', '72118', '72394', '72630', '72631', '72631', '72933', '73434', '73437', '73683', '73683', '73683', '73684', '73687', '73687', '73884', '74450', '74745', '74746', '75065', '75461', '75789', '75792', '76208', '76210', '76210']
"terrain"	['67068']
propice.	['67068']
et	['67068', '67068', '67383', '67383', '67383', '67385', '67553', '67555', '67937', '67938', '67938', '67938', '67938', '67939', '68273', '68274', '68274', '68276', '68276', '68387', '68387', '68391', '68638', '68886', '69186', '70161', '70161', '70161', '70161', '70161', '70162', '70162', '70162', '70165', '70166', '70167', '70168', '70421', '70422', '70422', '70744', '70745', '70745', '70752', '70914', '70915', '70916', '70917', '70923', '71359', '71612', '71612', '71614', '71621', '71835', '71835', '71842', '72114', '72114', '72120', '72120', '72120', '72629', '72630', '72630', '72631', '72631', '72636', '72932', '72932', '72933', '73182', '73185', '73430', '73430', '73430', '73432', '73434', '73683', '73684', '73684', '73687', '73690', '73875', '73875', '73875', '73875', '73876', '73876', '74167', '74168', '74169', '74173', '74450', '74455', '74455', '74744', '74744', '74745', '74749', '74752', '75067', '75071', '75458', '75459', '75791', '75792', '75792', '76206', '76207', '76209', '76213', '76509', '76511']
c'est	['67068', '67068', '67383', '67554', '67794', '67937', '67937', '67938', '67939', '67941', '68274', '68279', '68383', '68387', '68638', '68638', '68643', '68645', '68881', '68881', '68882', '68883', '69177', '69179', '69536', '69815', '70161', '70161', '70164', '70166', '70421', '70421', '70421', '70424', '70426', '70744', '70916', '70916', '70917', '70918', '70919', '71357', '71357', '71358', '71358', '71358', '71362', '71612', '71619', '71621', '71835', '71835', '71836', '72113', '72116', '72396', '72396', '72398', '72630', '72631', '72631', '72932', '72932', '72933', '73185', '73431', '73434', '73683', '73684', '73688', '73688', '73876', '73876', '73876', '73878', '73879', '74168', '74450', '74744', '74744', '74745', '74749', '75067', '75789', '75790', '75792', '76208', '76212', '76509', '76511']
fin	['67068', '67553', '67558', '67800', '67937', '67937', '67939', '67940', '67942', '67944', '68279', '68279', '68393', '68643', '68881', '68883', '69533', '69534', '69542', '70161', '70161', '70163', '70168', '70422', '71357', '71359', '71359', '71612', '71614', '72392', '72392', '72395', '72396', '72629', '72634', '72938', '73182', '73183', '73434', '73435', '73875', '73876', '73880', '74167', '74168', '74168', '74169', '74172', '74450', '74450', '74450', '74744', '74746', '75457', '75457', '75459', '75792', '75792', '75794', '76211', '76213', '76508']
1980,	['67068', '74168']
l'occasion	['67068', '67804', '67939', '67941', '67945', '67946', '68888', '69177', '69177', '69542', '69542', '69811', '70161', '70162', '70751', '71357', '71612', '71845', '72120', '72122', '72393', '72393', '72396', '72399', '72400', '72936', '72938', '73183', '73190', '73190', '73683', '73882', '73882', '74456', '74752', '75064', '75069', '75457', '75459', '75465', '76514']
d'une	['67068', '67068', '67068', '67383', '67385', '67387', '67388', '67390', '67392', '67553', '67553', '67554', '67554', '67555', '67556', '67556', '67556', '67558', '67558', '67561', '67795', '67795', '67797', '67798', '67799', '67800', '67800', '67801', '67801', '67802', '67802', '67802', '67802', '67937', '67937', '67938', '67938', '67938', '67939', '67939', '67939', '67941', '67941', '67945', '68273', '68273', '68274', '68274', '68274', '68274', '68274', '68275', '68277', '68279', '68279', '68279', '68279', '68279', '68279', '68279', '68281', '68281', '68383', '68383', '68383', '68384', '68387', '68387', '68387', '68387', '68387', '68389', '68389', '68389', '68390', '68390', '68391', '68391', '68393', '68393', '68638', '68638', '68638', '68638', '68638', '68640', '68640', '68643', '68644', '68644', '68645', '68646', '68646', '68881', '68881', '68881', '68881', '68881', '68882', '68882', '68883', '68884', '68885', '68886', '68887', '68887', '68887', '68888', '68889', '69178', '69178', '69178', '69179', '69180', '69182', '69183', '69183', '69185', '69186', '69533', '69534', '69534', '69534', '69534', '69538', '69539', '69539', '69539', '69540', '69540', '69541', '69542', '69814', '69815', '69815', '69816', '69816', '69819', '69820', '69821', '69821', '69821', '69821', '69821', '70161', '70162', '70162', '70164', '70164', '70164', '70165', '70167', '70170', '70420', '70420', '70420', '70420', '70421', '70421', '70421', '70422', '70423', '70424', '70424', '70424', '70425', '70426', '70426', '70426', '70426', '70743', '70744', '70744', '70746', '70748', '70914', '70914', '70916', '70919', '70919', '70920', '70922', '71357', '71358', '71358', '71362', '71362', '71362', '71614', '71614', '71614', '71614', '71616', '71616', '71617', '71617', '71617', '71619', '71619', '71620', '71835', '71836', '71837', '71837', '71838', '71840', '71840', '71843', '71845', '71845', '72113', '72114', '72114', '72115', '72115', '72116', '72116', '72117', '72118', '72118', '72119', '72120', '72122', '72392', '72392', '72392', '72392', '72392', '72393', '72395', '72395', '72396', '72397', '72629', '72629', '72629', '72629', '72629', '72630', '72630', '72630', '72630', '72631', '72632', '72632', '72634', '72932', '72933', '72934', '72934', '72939', '73182', '73182', '73182', '73182', '73184', '73185', '73185', '73185', '73185', '73186', '73430', '73431', '73431', '73432', '73434', '73434', '73434', '73436', '73437', '73683', '73683', '73683', '73684', '73684', '73684', '73684', '73685', '73685', '73685', '73685', '73686', '73691', '73875', '73875', '73875', '73876', '73876', '73876', '73877', '73877', '73877', '73878', '73879', '74167', '74167', '74167', '74167', '74167', '74168', '74168', '74169', '74170', '74170', '74172', '74172', '74173', '74174', '74175', '74176', '74450', '74450', '74452', '74453', '74454', '74454', '74455', '74455', '74455', '74746', '74747', '74749', '74750', '74750', '74752', '74752', '74752', '75063', '75063', '75064', '75064', '75065', '75065', '75065', '75065', '75065', '75065', '75067', '75067', '75068', '75070', '75459', '75459', '75460', '75461', '75463', '75788', '75788', '75788', '75789', '75791', '75791', '75793', '75795', '76206', '76207', '76208', '76210', '76210', '76211', '76211', '76211', '76212', '76213', '76508', '76508', '76508', '76508', '76511', '76511', '76511', '76512', '76516', '76516', '76516', '76516']
rencontre	['67068', '67383', '67939', '68274', '68274', '68392', '68881', '68881', '68886', '68889', '68889', '70743', '70751', '71612', '71612', '71837', '72121', '73182', '73685', '73877', '74174', '74175', '74176', '74176', '74456', '74456', '74748', '74752', '74752', '75795', '75797', '76515', '76516', '76516']
Georges	['67068', '67068', '67068', '68884', '74752']
Charpak,	['67068']
Nobel	['67068', '67937', '67937', '67937', '67937', '67937', '70424', '72115', '75790']
1992,	['67068', '70916', '73434']
qu'il	['67068', '67068', '67068', '67388', '67388', '67389', '67389', '67389', '67553', '67553', '67555', '67555', '67795', '67797', '67937', '67937', '67937', '67937', '67937', '67937', '67938', '67939', '67944', '68274', '68274', '68276', '68383', '68383', '68387', '68392', '68642', '68881', '68881', '68886', '68889', '69177', '69177', '69177', '69183', '69185', '69533', '69534', '69813', '69813', '69814', '69815', '69817', '69821', '70161', '70161', '70421', '70421', '70421', '70424', '70745', '71357', '71358', '71360', '71360', '71614', '71614', '71614', '71621', '71835', '71835', '71835', '71835', '71836', '71841', '72114', '72392', '72392', '72394', '72394', '72394', '72394', '72630', '72631', '72631', '72932', '72932', '72939', '73182', '73182', '73185', '73189', '73431', '73436', '73683', '73683', '73683', '73683', '73683', '73684', '73685', '73876', '73876', '73884', '74167', '74167', '74167', '74167', '74168', '74168', '74172', '74172', '74173', '74449', '74449', '74449', '74449', '74450', '74454', '74745', '74745', '74752', '74752', '74752', '75063', '75065', '75065', '75070', '75457', '75458', '75459', '75461', '75792', '75792', '75792', '76206', '76208', '76208', '76210', '76213', '76213', '76213', '76213', '76213', '76509', '76509', '76511', '76511']
découvrir,	['67068', '74176']
coeur	['67068', '67068', '68276', '68276', '68277', '68283', '68885', '68887', '69178', '69184', '70746', '71361', '71612', '71840', '71842', '72113', '72116', '72395', '72637', '73182', '73684', '73684', '73684', '73684', '73876', '74168', '74168', '74172', '74172', '74455', '74455', '75065', '75068', '75459', '75462', '76508', '76511']
Montagne	['67068']
saint	['67068']
Geneviève,	['67068']
plein	['67068', '68643', '69821', '70162', '71357', '73185', '73684']
Paris.	['67068', '67942', '68384', '70162', '71837', '72936', '73431', '74172', '74746', '74749', '74751', '76211']
alors	['67068', '67068', '69540', '70422', '71612', '71614', '71614', '71842', '73876', '74167', '74450', '75070']
d'un	['67068', '67383', '67383', '67383', '67383', '67385', '67385', '67385', '67386', '67388', '67388', '67388', '67388', '67388', '67388', '67388', '67390', '67390', '67553', '67553', '67553', '67555', '67556', '67556', '67557', '67558', '67795', '67798', '67799', '67800', '67801', '67801', '67801', '67801', '67802', '67937', '67937', '67937', '67939', '67939', '67939', '67939', '67940', '67940', '67941', '67941', '67941', '67942', '68273', '68273', '68274', '68274', '68274', '68274', '68275', '68277', '68279', '68279', '68280', '68280', '68281', '68281', '68283', '68383', '68383', '68383', '68386', '68387', '68387', '68391', '68393', '68638', '68638', '68642', '68643', '68643', '68643', '68644', '68646', '68881', '68881', '68881', '68881', '68882', '68882', '68882', '68884', '68885', '68887', '68888', '68889', '68889', '69177', '69177', '69177', '69177', '69177', '69178', '69179', '69179', '69179', '69179', '69179', '69183', '69183', '69184', '69533', '69539', '69539', '69540', '69540', '69540', '69541', '69541', '69542', '69811', '69811', '69813', '69815', '69815', '69818', '69819', '70162', '70162', '70162', '70162', '70162', '70162', '70162', '70162', '70162', '70167', '70420', '70420', '70420', '70420', '70420', '70420', '70420', '70421', '70421', '70421', '70422', '70423', '70424', '70425', '70425', '70425', '70425', '70743', '70745', '70745', '70745', '70745', '70746', '70746', '70746', '70753', '70916', '70916', '70917', '71357', '71357', '71357', '71357', '71357', '71358', '71358', '71358', '71359', '71359', '71360', '71362', '71362', '71362', '71362', '71612', '71612', '71612', '71612', '71614', '71614', '71614', '71614', '71616', '71617', '71617', '71621', '71835', '71835', '71836', '71836', '71836', '71837', '71842', '71842', '71843', '71843', '71845', '72113', '72113', '72114', '72114', '72114', '72114', '72114', '72115', '72115', '72117', '72117', '72118', '72119', '72392', '72392', '72393', '72393', '72394', '72394', '72394', '72395', '72395', '72396', '72397', '72397', '72397', '72629', '72629', '72629', '72629', '72631', '72631', '72631', '72631', '72634', '72634', '72635', '72635', '72933', '72933', '72935', '72937', '72937', '73182', '73182', '73182', '73184', '73186', '73187', '73190', '73431', '73431', '73433', '73433', '73433', '73434', '73434', '73436', '73437', '73684', '73685', '73685', '73686', '73686', '73686', '73875', '73876', '73876', '73876', '73876', '73877', '73877', '73877', '73878', '73878', '73879', '73879', '73879', '73879', '73879', '73879', '73884', '74167', '74167', '74167', '74167', '74167', '74167', '74168', '74168', '74168', '74168', '74168', '74168', '74168', '74168', '74168', '74169', '74171', '74172', '74173', '74173', '74176', '74450', '74450', '74450', '74450', '74451', '74453', '74453', '74454', '74454', '74454', '74454', '74455', '74455', '74457', '74744', '74745', '74746', '74749', '74752', '75063', '75063', '75063', '75063', '75063', '75064', '75064', '75065', '75065', '75067', '75068', '75070', '75070', '75459', '75461', '75461', '75463', '75463', '75464', '75464', '75464', '75789', '75792', '75792', '75792', '75793', '75794', '75794', '75794', '76206', '76206', '76206', '76207', '76208', '76210', '76212', '76213', '76213', '76508', '76508', '76508', '76509', '76509', '76509', '76510', '76511', '76512', '76512']
